PRCSCITYPOINT_BSSHNM,INDUTY_CD_NM,LCNS_NO,DSPS_DCSNDT,DSPS_BGNDT,DSPS_ENDDT,DSPS_TYPECD_NM,VILTCN,ADDR,TELNO,PRSDNT_NM,DSPSCN,LAWORD_CD_NM,PUBLIC_DT,LAST_UPDT_DTM,DSPS_INSTTCD_NM,DSPSDTLS_SEQ,sido,sigungu,disposition_decision_date
주식회사 가나안파트너스,유통전문판매업,20130275073,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 분당구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 20:40:12.675,경기도 성남시,4736213,경기도,경기도 성남시,2026-07-24
(주)다원식품,유통전문판매업,20180387422,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거,경기도 성남시 수정구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 19:40:23.869,경기도 성남시,4733484,경기도,경기도 성남시,2026-07-24
리지상사,유통전문판매업,20150275223,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 분당구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 22:40:12.311,경기도 성남시,4736238,경기도,경기도 성남시,2026-07-24
파마택상사,유통전문판매업,20060275174,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 분당구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 22:40:12.311,경기도 성남시,4736241,경기도,경기도 성남시,2026-07-24
(주)사이,유통전문판매업,20080275158,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 분당구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 19:40:23.869,경기도 성남시,4736184,경기도,경기도 성남시,2026-07-24
농업회사법인 해국유통 주식회사,유통전문판매업,20180280076,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 분당구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 22:40:12.311,경기도 성남시,4736237,경기도,경기도 성남시,2026-07-24
(주)안흥식품,유통전문판매업,20090275012,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 중원구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 19:40:23.869,경기도 성남시,4736187,경기도,경기도 성남시,2026-07-24
마야노래주점,단란주점,19930053580,20260724,20260801,20260830,영업정지,(20251231)2025. 12. 31. 유흥접객행위,서울특별시 강북구,,,영업정지,식품위생법 제44조(영업자 등의 준수사항) 1항,2026-09-28 00:00:00.0,2026-07-25 14:40:23.363,서울특별시 강북구,4710527,서울특별시,서울특별시 강북구,2026-07-24
(주)가온자리,유통전문판매업,20200280249,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 분당구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 21:40:20.528,경기도 성남시,4736222,경기도,경기도 성남시,2026-07-24
(주)뉴트렉스테크놀러지,유통전문판매업,20230377120,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 분당구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 22:40:12.311,경기도 성남시,4736224,경기도,경기도 성남시,2026-07-24
고고원탁가라오케,단란주점,20030134545,20260724,20260803,20260901,영업정지,(20260609)단란주점에서 유흥접객행위,부산광역시 동래구,,,영업정지1개월,식품위생법 제44조(영업자 등의 준수사항) 1항,2026-09-30 00:00:00.0,2026-07-28 11:40:31.159,부산광역시 동래구,4733751,부산광역시,부산광역시 동래구,2026-07-24
(주)카르반,유통전문판매업,20070275083,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 분당구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 19:40:23.869,경기도 성남시,4736188,경기도,경기도 성남시,2026-07-24
(주)지디에스,유통전문판매업,20140275008,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 분당구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 22:40:12.311,경기도 성남시,4736233,경기도,경기도 성남시,2026-07-24
(주)루아쏘,유통전문판매업,20200107087,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 수정구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 22:40:12.311,경기도 성남시,4736225,경기도,경기도 성남시,2026-07-24
(주)대동선가,유통전문판매업,20080275241,20260724,20260724,-,영업소폐쇄,(20260616)업시설의 전부를 철거(1차),경기도 성남시 수정구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 19:40:23.869,경기도 성남시,4736195,경기도,경기도 성남시,2026-07-24
(주)프로즌통상,유통전문판매업,20130275204,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 분당구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 20:40:12.675,경기도 성남시,4736210,경기도,경기도 성남시,2026-07-24
투제이씨(2JC),유통전문판매업,20100275064,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 분당구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 20:40:12.675,경기도 성남시,4736217,경기도,경기도 성남시,2026-07-24
(주)합동가스자판기,식품자동판매기영업,19960601074,20260724,20260724,-,영업소폐쇄,(20260106)영업시설물 전부 멸실,경상남도 진주시,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-03 17:40:24.782,경상남도 진주시,4735049,경상남도,경상남도 진주시,2026-07-24
(주)조은라이프,유통전문판매업,20060275097,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 분당구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 22:40:12.311,경기도 성남시,4736232,경기도,경기도 성남시,2026-07-24
(주)디알앤코,유통전문판매업,20180280213,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 분당구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 19:40:23.869,경기도 성남시,4736183,경기도,경기도 성남시,2026-07-24
(주)입소문컴퍼니,유통전문판매업,20200280060,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 분당구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 22:40:12.311,경기도 성남시,4736231,경기도,경기도 성남시,2026-07-24
주식회사 닥터아사한,유통전문판매업,20160275290,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 분당구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 22:40:12.311,경기도 성남시,4736240,경기도,경기도 성남시,2026-07-24
(주)오가팜,유통전문판매업,20230377203,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 중원구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 22:40:12.311,경기도 성남시,4736228,경기도,경기도 성남시,2026-07-24
감성돈까스,일반음식점,20020147431,20260724,20260724,-,영업소폐쇄,(20260616)영업장  멸실,부산광역시 금정구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-07-25 14:40:23.363,부산광역시 금정구,4727634,부산광역시,부산광역시 금정구,2026-07-24
주식회사 에스와이홀딩스,유통전문판매업,20230377055,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 분당구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 20:40:12.675,경기도 성남시,4736214,경기도,경기도 성남시,2026-07-24
경기동부중소상인협동조합,집단급식소 식품판매업,20130275272,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 중원구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 22:40:12.311,경기도 성남시,4736236,경기도,경기도 성남시,2026-07-24
노을,일반음식점,20210195779,20260724,20260727,20260924,영업정지,(20260708)음향 및 반주시설을 갖추고 손님이 노래를 부르도록 허용,인천광역시 미추홀구,,,영업정지,식품위생법 제44조(영업자 등의 준수사항) 1항,2026-11-22 00:00:00.0,2026-08-09 18:40:26.925,인천광역시 미추홀구,4736365,인천광역시,인천광역시 미추홀구,2026-07-24
청담,유통전문판매업,20190280208,20260724,20260724,-,영업소폐쇄,(20260616)영업시설의 전부를 철거(1차),경기도 성남시 중원구,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-22 00:00:00.0,2026-08-08 20:40:12.675,경기도 성남시,4736215,경기도,경기도 성남시,2026-07-24
교촌치킨 환호장량점,일반음식점,20160536068,20260727,20260813,20260911,영업정지,(20260706)소비기한 경과제품 판매,경상북도 포항시 북구,,,영업정지,식품위생법 제44조(영업자 등의 준수사항) 1항,2026-10-10 00:00:00.0,2026-07-28 19:40:16.559,경상북도 포항시 북구,4734043,경상북도,경상북도 포항시,2026-07-27
포유PUB,일반음식점,20220293222,20260727,20260727,-,영업소폐쇄,,전남광주통합특별시 북구,,,영업소폐쇄,,2028-07-25 00:00:00.0,2026-07-28 13:41:08.131,전남광주통합특별시 북구,4733844,전남광주통합특별시,전남광주통합특별시 북구,2026-07-27
스타한식당,일반음식점,20220503393,20260727,20260727,-,영업소폐쇄,(20260629)영업자가 정당한 사유 없이 6개월 이상 휴업하는 경우,경기도 김포시,,,영업소폐쇄,식품위생법 제75조(허가취소 등) 3항,2028-07-25 00:00:00.0,2026-07-28 13:41:08.131,경기도 김포시,4733861,경기도,경기도 김포시,2026-07-27
팡팡단란주점,단란주점,20040595515,20260727,20260728,20260826,영업정지,(20260615)유흥접객원 고용 및 유흥접객행위,경상남도 창원시 마산합포구,,,영업정지(2026.07.28.~08.26.),식품위생법 제44조(영업자 등의 준수사항) 1항,2026-09-24 00:00:00.0,2026-07-29 19:40:17.075,경상남도 창원시 마산합포구,4734262,경상남도,경상남도 창원시,2026-07-27
정푸드,일반음식점,20090538396,20260727,20260728,20260826,영업정지,(20260710)소비기한이 경과된 제품 식품 또는 원재료를 판매,경상북도 경주시,,,영업정지,식품위생법 제44조(영업자 등의 준수사항) 1항,2026-09-24 00:00:00.0,2026-08-19 18:40:17.301,경상북도 경주시,4737764,경상북도,경상북도 경주시,2026-07-27
친구,일반음식점,20210225284,20260727,20260727,-,영업소폐쇄,,전남광주통합특별시 북구,,,영업소폐쇄,,2028-07-25 00:00:00.0,2026-07-28 13:41:08.131,전남광주통합특별시 북구,4733845,전남광주통합특별시,전남광주통합특별시 북구,2026-07-27
로비스트,유흥주점영업,19900389017,20260728,20260730,20261027,영업정지,(20260109)2026.01.09. 20:45경 업소에서 성매매 행위를 알선한 사항이 동해경찰서로부터 적발됨.,강원특별자치도 동해시,,,영업정지 3개월(2026.07.30.~2026.10.27.),식품위생법 시행규칙 제89조(행정처분의 기준),2027-01-24 00:00:00.0,2026-07-30 13:40:30.213,강원특별자치도 동해시,4734372,강원특별자치도,강원특별자치도 동해시,2026-07-28
골드,일반음식점,20180341354,20260728,20260731,20260829,영업정지,(20260606)일반음식점영업자가 유흥접객원을 고용하여 유흥접객행위를 하게 하거나 종업원의 이러한 행위를 조장하거나 묵인하는 행위,경기도 고양시 일산동구,,,영업정지,식품위생법 제44조(영업자 등의 준수사항) 1항,2026-09-27 00:00:00.0,2026-08-10 15:40:16.598,경기도 고양시 일산동구,4736399,경기도,경기도 고양시,2026-07-28
이윤푸드,식품제조가공업,20210372319,20260728,20260728,-,영업허가·등록취소,(20260423)영업시설의 전부를 철거한 경우,경기도 파주시,,,영업허가ㆍ등록취소,식품위생법 제36조(시설기준),2028-07-26 00:00:00.0,2026-07-28 18:40:24.758,경기도 파주시,4729421,경기도,경기도 파주시,2026-07-28
총각네수산,즉석판매제조가공업,20220495463,20260728,20260728,-,영업소폐쇄,(20260630)영업시설의 전부를 철거,경기도 파주시,,,영업소폐쇄,식품위생법 제36조(시설기준),2028-07-26 00:00:00.0,2026-07-28 18:40:24.758,경기도 파주시,4731855,경기도,경기도 파주시,2026-07-28
도깨비,건강기능식품일반판매업,20220260426,20260728,20260728,-,영업소폐쇄,(20260409)시설물 멸실,인천광역시 남동구,,,영업소폐쇄,건강기능식품에 관한 법률 제32조(영업허가취소 등) 1항,2028-07-26 00:00:00.0,2026-07-30 12:40:18.251,인천광역시 남동구,4734335,인천광역시,인천광역시 남동구,2026-07-28
와이엘컴퍼니,수입식품등 수입판매업,20210020212,20260728,20260728,20260925,영업정지 및 해당제품폐기,"(20260212)○ 영업자가 판매를 목적으로 하거나 영업상 사용할 목적으로 수입식품등을 수입하려면 해당 수입식품등을 총리령으로 정하는 바에 따라 식품의약품안전처장에게 수입신고를 하여야 함에도 불구하고 - 상기 당사자는 식품용 기구(제품명:스텐 스테인레스 만두속 야채 탈수기 오이지 짱아찌 짜기 과일착즙기 야채 나물 음식 짤순이)를 해외 인터넷사이트(https://www.taobao.com)를 통해 구매하고 식품의약품안전처장에게 수입신고하지 않고 중국에서 국내로 반입하여 인터넷 사이트를 통해 2025년 10월 28일부터 2025년 11월 2일까지 아래와 같이 불특정 다수에게 판매한 사실이 있음(판매수량 : 30개, 판매금액: 1,247,000원)",서울특별시 강서구,,,영업정지 2개월과 해당제품폐기에 준하는 과징금 2494000원 부과,식품위생법 제4조(위해식품등의 판매 등 금지),2026-11-23 00:00:00.0,2026-07-22 10:49:55.26,서울청,4732969,서울특별시,서울특별시 강서구,2026-07-28
